Sample_ID_1	Sample_ID_2	Population_1	Population_2	Ind_1	Ind_2	CHRType	K	Value	Triangle
FR041	FR044	Sales	Sales	Sales_01	Sales_02	Autosomes	K = 4	 0.046529	Individual
FR041	FR044	Sales	Sales	Sales_01	Sales_02	Autosomes	K = 6	 0.046234	Individual
FR044	FR044	Sales	Sales	Sales_02	Sales_02	Allosome	K = 2	10	Individual
FR044	FR044	Sales	Sales	Sales_02	Sales_02	Allosome	K = 3	10	Individual
FR041	FR044	Sales	Sales	Sales_01	Sales_02	Allosome	K = 5	 0.042182	Individual
FR046	FR046	Sales	Sales	Sales_03	Sales_03	Allosome	K = 4	10	Individual
FR041	FR046	Sales	Sales	Sales_01	Sales_03	Autosomes	K = 2	 0.011131	Individual
FR041	FR046	Sales	Sales	Sales_01	Sales_03	Allosome	K = 4	-0.034562	Individual
FR044	FR046	Sales	Sales	Sales_02	Sales_03	Autosomes	K = 6	 0.006147	Individual
FR046	FR046	Sales	Sales	Sales_03	Sales_03	Autosomes	K = 4	10	Individual
FR044	FR046	Sales	Sales	Sales_02	Sales_03	Autosomes	K = 5	 0.001634	Individual
FR041	FR046	Sales	Sales	Sales_01	Sales_03	Autosomes	K = 3	 0.009803	Individual
FR044	FR046	Sales	Sales	Sales_02	Sales_03	Allosome	K = 6	-0.034752	Individual
FR046	FR046	Sales	Sales	Sales_03	Sales_03	Allosome	K = 2	10	Individual
FR046	FR046	Sales	Sales	Sales_03	Sales_03	Autosomes	K = 2	10	Individual
FR041	FR046	Sales	Sales	Sales_01	Sales_03	Allosome	K = 2	 0.070413	Individual
FR044	FR046	Sales	Sales	Sales_02	Sales_03	Allosome	K = 5	-0.029791	Individual
FR046	FR046	Sales	Sales	Sales_03	Sales_03	Allosome	K = 3	10	Individual
FR046	FR046	Sales	Sales	Sales_03	Sales_03	Autosomes	K = 3	10	Individual
FR041	FR046	Sales	Sales	Sales_01	Sales_03	Autosomes	K = 5	-0.005040	Individual
FR044	FR046	Sales	Sales	Sales_02	Sales_03	Autosomes	K = 7	 0.005621	Individual
FR041	FR046	Sales	Sales	Sales_01	Sales_03	Allosome	K = 6	-0.034539	Individual
FR044	FR046	Sales	Sales	Sales_02	Sales_03	Autosomes	K = 4	-0.002147	Individual
FR044	FR046	Sales	Sales	Sales_02	Sales_03	Autosomes	K = 3	 0.014659	Individual
FR041	FR046	Sales	Sales	Sales_01	Sales_03	Allosome	K = 3	 0.056028	Individual
FR041	FR046	Sales	Sales	Sales_01	Sales_03	Autosomes	K = 7	 0.000165	Individual
FR044	FR046	Sales	Sales	Sales_02	Sales_03	Allosome	K = 2	 0.063619	Individual
FR046	FR046	Sales	Sales	Sales_03	Sales_03	Autosomes	K = 6	10	Individual
FR046	FR046	Sales	Sales	Sales_03	Sales_03	Autosomes	K = 7	10	Individual
FR044	FR046	Sales	Sales	Sales_02	Sales_03	Allosome	K = 4	-0.036398	Individual
FR044	FR046	Sales	Sales	Sales_02	Sales_03	Allosome	K = 7	-0.035425	Individual
FR044	FR046	Sales	Sales	Sales_02	Sales_03	Autosomes	K = 2	 0.016058	Individual
FR046	FR046	Sales	Sales	Sales_03	Sales_03	Allosome	K = 5	10	Individual
FR041	FR046	Sales	Sales	Sales_01	Sales_03	Allosome	K = 5	-0.034642	Individual
FR046	FR046	Sales	Sales	Sales_03	Sales_03	Allosome	K = 7	10	Individual
FR041	FR046	Sales	Sales	Sales_01	Sales_03	Autosomes	K = 4	-0.008616	Individual
FR046	FR046	Sales	Sales	Sales_03	Sales_03	Allosome	K = 6	10	Individual
FR044	FR046	Sales	Sales	Sales_02	Sales_03	Allosome	K = 3	 0.041123	Individual
FR041	FR046	Sales	Sales	Sales_01	Sales_03	Allosome	K = 7	-0.034559	Individual
FR046	FR046	Sales	Sales	Sales_03	Sales_03	Autosomes	K = 5	10	Individual
FR041	FR046	Sales	Sales	Sales_01	Sales_03	Autosomes	K = 6	 0.000421	Individual
FR048	FR048	Sales	Sales	Sales_04	Sales_04	Autosomes	K = 5	10	Individual
FR046	FR048	Sales	Sales	Sales_03	Sales_04	Allosome	K = 4	-0.046475	Individual
FR041	FR048	Sales	Sales	Sales_01	Sales_04	Allosome	K = 4	 0.045136	Individual
FR044	FR048	Sales	Sales	Sales_02	Sales_04	Autosomes	K = 6	-0.002663	Individual
FR048	FR048	Sales	Sales	Sales_04	Sales_04	Autosomes	K = 7	10	Individual
FR044	FR048	Sales	Sales	Sales_02	Sales_04	Autosomes	K = 5	-0.006177	Individual
FR041	FR048	Sales	Sales	Sales_01	Sales_04	Autosomes	K = 5	 0.001100	Individual
FR048	FR048	Sales	Sales	Sales_04	Sales_04	Allosome	K = 2	10	Individual
FR046	FR048	Sales	Sales	Sales_03	Sales_04	Allosome	K = 3	 0.049423	Individual
FR048	FR048	Sales	Sales	Sales_04	Sales_04	Allosome	K = 6	10	Individual
FR041	FR048	Sales	Sales	Sales_01	Sales_04	Autosomes	K = 3	 0.014299	Individual
FR044	FR048	Sales	Sales	Sales_02	Sales_04	Autosomes	K = 3	 0.006177	Individual
FR041	FR048	Sales	Sales	Sales_01	Sales_04	Allosome	K = 6	 0.054313	Individual
FR046	FR048	Sales	Sales	Sales_03	Sales_04	Autosomes	K = 4	 0.014619	Individual
FR041	FR048	Sales	Sales	Sales_01	Sales_04	Allosome	K = 2	 0.143966	Individual
FR044	FR048	Sales	Sales	Sales_02	Sales_04	Autosomes	K = 4	-0.010359	Individual
FR041	FR048	Sales	Sales	Sales_01	Sales_04	Autosomes	K = 2	 0.015816	Individual
FR044	FR048	Sales	Sales	Sales_02	Sales_04	Autosomes	K = 7	-0.003081	Individual
FR044	FR048	Sales	Sales	Sales_02	Sales_04	Allosome	K = 6	 0.027922	Individual
FR044	FR048	Sales	Sales	Sales_02	Sales_04	Allosome	K = 2	 0.118229	Individual
FR044	FR048	Sales	Sales	Sales_02	Sales_04	Allosome	K = 5	 0.035919	Individual
FR046	FR048	Sales	Sales	Sales_03	Sales_04	Autosomes	K = 7	 0.033621	Individual
FR044	FR048	Sales	Sales	Sales_02	Sales_04	Allosome	K = 4	 0.016766	Individual
FR044	FR048	Sales	Sales	Sales_02	Sales_04	Allosome	K = 3	 0.080655	Individual
FR048	FR048	Sales	Sales	Sales_04	Sales_04	Allosome	K = 5	10	Individual
FR041	FR048	Sales	Sales	Sales_01	Sales_04	Autosomes	K = 7	 0.006730	Individual
FR048	FR048	Sales	Sales	Sales_04	Sales_04	Allosome	K = 7	10	Individual
FR048	FR048	Sales	Sales	Sales_04	Sales_04	Allosome	K = 3	10	Individual
FR041	FR048	Sales	Sales	Sales_01	Sales_04	Autosomes	K = 6	 0.006391	Individual
FR044	FR048	Sales	Sales	Sales_02	Sales_04	Allosome	K = 7	 0.027617	Individual
FR048	FR048	Sales	Sales	Sales_04	Sales_04	Autosomes	K = 2	10	Individual
FR046	FR048	Sales	Sales	Sales_03	Sales_04	Autosomes	K = 2	 0.025279	Individual
FR048	FR048	Sales	Sales	Sales_04	Sales_04	Autosomes	K = 4	10	Individual
FR046	FR048	Sales	Sales	Sales_03	Sales_04	Autosomes	K = 5	 0.016773	Individual
FR046	FR048	Sales	Sales	Sales_03	Sales_04	Allosome	K = 7	-0.048051	Individual
FR041	FR048	Sales	Sales	Sales_01	Sales_04	Allosome	K = 7	 0.054483	Individual
FR041	FR048	Sales	Sales	Sales_01	Sales_04	Allosome	K = 3	 0.115714	Individual
FR046	FR048	Sales	Sales	Sales_03	Sales_04	Allosome	K = 2	 0.063390	Individual
FR046	FR048	Sales	Sales	Sales_03	Sales_04	Allosome	K = 5	-0.049526	Individual
FR041	FR048	Sales	Sales	Sales_01	Sales_04	Autosomes	K = 4	-0.002594	Individual
FR044	FR048	Sales	Sales	Sales_02	Sales_04	Autosomes	K = 2	 0.007896	Individual
FR046	FR048	Sales	Sales	Sales_03	Sales_04	Autosomes	K = 3	 0.024170	Individual
FR048	FR048	Sales	Sales	Sales_04	Sales_04	Allosome	K = 4	10	Individual
FR041	FR048	Sales	Sales	Sales_01	Sales_04	Allosome	K = 5	 0.057847	Individual
FR048	FR048	Sales	Sales	Sales_04	Sales_04	Autosomes	K = 6	10	Individual
FR046	FR048	Sales	Sales	Sales_03	Sales_04	Allosome	K = 6	-0.047950	Individual
FR048	FR048	Sales	Sales	Sales_04	Sales_04	Autosomes	K = 3	10	Individual
FR046	FR048	Sales	Sales	Sales_03	Sales_04	Autosomes	K = 6	 0.017846	Individual
FR049	FR049	Sales	Sales	Sales_05	Sales_05	Autosomes	K = 2	10	Individual
FR049	FR049	Sales	Sales	Sales_05	Sales_05	Allosome	K = 3	10	Individual
FR041	FR049	Sales	Sales	Sales_01	Sales_05	Autosomes	K = 5	-0.005179	Individual
FR044	FR049	Sales	Sales	Sales_02	Sales_05	Autosomes	K = 6	-0.016017	Individual
FR041	FR049	Sales	Sales	Sales_01	Sales_05	Allosome	K = 6	 0.029279	Individual
FR041	FR049	Sales	Sales	Sales_01	Sales_05	Allosome	K = 4	 0.024985	Individual
FR048	FR049	Sales	Sales	Sales_04	Sales_05	Autosomes	K = 5	 0.006571	Individual
FR041	FR049	Sales	Sales	Sales_01	Sales_05	Autosomes	K = 2	 0.008428	Individual
FR044	FR049	Sales	Sales	Sales_02	Sales_05	Autosomes	K = 4	-0.014765	Individual
FR048	FR049	Sales	Sales	Sales_04	Sales_05	Autosomes	K = 7	 0.002992	Individual
FR046	FR049	Sales	Sales	Sales_03	Sales_05	Allosome	K = 4	 0.106169	Individual
FR049	FR049	Sales	Sales	Sales_05	Sales_05	Autosomes	K = 7	10	Individual
FR046	FR049	Sales	Sales	Sales_03	Sales_05	Autosomes	K = 4	-0.003190	Individual
FR049	FR049	Sales	Sales	Sales_05	Sales_05	Allosome	K = 2	10	Individual
FR041	FR049	Sales	Sales	Sales_01	Sales_05	Autosomes	K = 3	 0.007006	Individual
FR044	FR049	Sales	Sales	Sales_02	Sales_05	Allosome	K = 7	-0.059586	Individual
FR046	FR049	Sales	Sales	Sales_03	Sales_05	Allosome	K = 3	 0.186932	Individual
FR048	FR049	Sales	Sales	Sales_04	Sales_05	Allosome	K = 6	-0.070248	Individual
FR046	FR049	Sales	Sales	Sales_03	Sales_05	Autosomes	K = 2	 0.007060	Individual
FR048	FR049	Sales	Sales	Sales_04	Sales_05	Autosomes	K = 3	 0.011875	Individual
FR041	FR049	Sales	Sales	Sales_01	Sales_05	Autosomes	K = 6	-0.008893	Individual
FR049	FR049	Sales	Sales	Sales_05	Sales_05	Autosomes	K = 5	10	Individual
FR049	FR049	Sales	Sales	Sales_05	Sales_05	Allosome	K = 6	10	Individual
FR046	FR049	Sales	Sales	Sales_03	Sales_05	Allosome	K = 2	 0.183686	Individual
FR049	FR049	Sales	Sales	Sales_05	Sales_05	Allosome	K = 5	10	Individual
FR049	FR049	Sales	Sales	Sales_05	Sales_05	Autosomes	K = 4	10	Individual
FR044	FR049	Sales	Sales	Sales_02	Sales_05	Autosomes	K = 5	-0.010910	Individual
FR049	FR049	Sales	Sales	Sales_05	Sales_05	Allosome	K = 4	10	Individual
FR041	FR049	Sales	Sales	Sales_01	Sales_05	Allosome	K = 2	 0.120070	Individual
FR041	FR049	Sales	Sales	Sales_01	Sales_05	Allosome	K = 7	 0.029794	Individual
FR049	FR049	Sales	Sales	Sales_05	Sales_05	Allosome	K = 7	10	Individual
FR041	FR049	Sales	Sales	Sales_01	Sales_05	Allosome	K = 3	 0.106125	Individual
FR044	FR049	Sales	Sales	Sales_02	Sales_05	Allosome	K = 4	-0.063101	Individual
FR048	FR049	Sales	Sales	Sales_04	Sales_05	Allosome	K = 5	-0.070363	Individual
FR048	FR049	Sales	Sales	Sales_04	Sales_05	Allosome	K = 7	-0.069761	Individual
FR049	FR049	Sales	Sales	Sales_05	Sales_05	Autosomes	K = 3	10	Individual
FR044	FR049	Sales	Sales	Sales_02	Sales_05	Allosome	K = 6	-0.059450	Individual
FR044	FR049	Sales	Sales	Sales_02	Sales_05	Allosome	K = 5	-0.055130	Individual
FR049	FR049	Sales	Sales	Sales_05	Sales_05	Autosomes	K = 6	10	Individual
FR048	FR049	Sales	Sales	Sales_04	Sales_05	Allosome	K = 2	 0.033309	Individual
FR044	FR049	Sales	Sales	Sales_02	Sales_05	Autosomes	K = 7	-0.017073	Individual
FR048	FR049	Sales	Sales	Sales_04	Sales_05	Allosome	K = 4	-0.076448	Individual
FR048	FR049	Sales	Sales	Sales_04	Sales_05	Autosomes	K = 6	-0.000285	Individual
FR044	FR049	Sales	Sales	Sales_02	Sales_05	Allosome	K = 2	 0.042242	Individual
FR048	FR049	Sales	Sales	Sales_04	Sales_05	Autosomes	K = 4	 0.004311	Individual
FR046	FR049	Sales	Sales	Sales_03	Sales_05	Autosomes	K = 5	-0.001031	Individual
FR046	FR049	Sales	Sales	Sales_03	Sales_05	Allosome	K = 7	 0.099473	Individual
FR046	FR049	Sales	Sales	Sales_03	Sales_05	Allosome	K = 5	 0.094679	Individual
FR046	FR049	Sales	Sales	Sales_03	Sales_05	Autosomes	K = 3	 0.005975	Individual
FR041	FR049	Sales	Sales	Sales_01	Sales_05	Autosomes	K = 4	-0.008625	Individual
FR048	FR049	Sales	Sales	Sales_04	Sales_05	Autosomes	K = 2	 0.013185	Individual
FR041	FR049	Sales	Sales	Sales_01	Sales_05	Autosomes	K = 7	-0.010362	Individual
FR044	FR049	Sales	Sales	Sales_02	Sales_05	Autosomes	K = 3	 0.000248	Individual
FR044	FR049	Sales	Sales	Sales_02	Sales_05	Allosome	K = 3	 0.019902	Individual
FR046	FR049	Sales	Sales	Sales_03	Sales_05	Autosomes	K = 7	-0.005126	Individual
FR048	FR049	Sales	Sales	Sales_04	Sales_05	Allosome	K = 3	 0.015088	Individual
FR044	FR049	Sales	Sales	Sales_02	Sales_05	Autosomes	K = 2	 0.001851	Individual
FR046	FR049	Sales	Sales	Sales_03	Sales_05	Allosome	K = 6	 0.099218	Individual
FR041	FR049	Sales	Sales	Sales_01	Sales_05	Allosome	K = 5	 0.029578	Individual
FR046	FR049	Sales	Sales	Sales_03	Sales_05	Autosomes	K = 6	-0.003644	Individual
FR048	FR050	Sales	Sales	Sales_04	Sales_06	Allosome	K = 7	 0.160293	Individual
FR049	FR050	Sales	Sales	Sales_05	Sales_06	Allosome	K = 3	 0.026061	Individual
FR049	FR050	Sales	Sales	Sales_05	Sales_06	Autosomes	K = 2	 0.019181	Individual
FR041	FR050	Sales	Sales	Sales_01	Sales_06	Autosomes	K = 5	 0.002793	Individual
FR046	FR050	Sales	Sales	Sales_03	Sales_06	Allosome	K = 4	-0.103779	Individual
FR048	FR050	Sales	Sales	Sales_04	Sales_06	Allosome	K = 6	 0.160301	Individual
FR049	FR050	Sales	Sales	Sales_05	Sales_06	Autosomes	K = 7	 0.009218	Individual
FR050	FR050	Sales	Sales	Sales_06	Sales_06	Allosome	K = 5	10	Individual
FR044	FR050	Sales	Sales	Sales_02	Sales_06	Autosomes	K = 6	 0.003466	Individual
FR048	FR050	Sales	Sales	Sales_04	Sales_06	Autosomes	K = 5	-0.001589	Individual
FR048	FR050	Sales	Sales	Sales_04	Sales_06	Autosomes	K = 3	 0.007405	Individual
FR041	FR050	Sales	Sales	Sales_01	Sales_06	Autosomes	K = 3	 0.017637	Individual
FR041	FR050	Sales	Sales	Sales_01	Sales_06	Allosome	K = 6	 0.062949	Individual
FR041	FR050	Sales	Sales	Sales_01	Sales_06	Allosome	K = 2	 0.166892	Individual
FR049	FR050	Sales	Sales	Sales_05	Sales_06	Autosomes	K = 3	 0.018244	Individual
FR044	FR050	Sales	Sales	Sales_02	Sales_06	Allosome	K = 7	 0.050109	Individual
FR050	FR050	Sales	Sales	Sales_06	Sales_06	Autosomes	K = 4	10	Individual
FR046	FR050	Sales	Sales	Sales_03	Sales_06	Autosomes	K = 4	 0.000481	Individual
FR048	FR050	Sales	Sales	Sales_04	Sales_06	Allosome	K = 5	 0.161697	Individual
FR041	FR050	Sales	Sales	Sales_01	Sales_06	Allosome	K = 4	 0.067179	Individual
FR044	FR050	Sales	Sales	Sales_02	Sales_06	Autosomes	K = 5	 0.001894	Individual
FR046	FR050	Sales	Sales	Sales_03	Sales_06	Allosome	K = 3	-0.002007	Individual
FR050	FR050	Sales	Sales	Sales_06	Sales_06	Allosome	K = 6	10	Individual
FR049	FR050	Sales	Sales	Sales_05	Sales_06	Allosome	K = 2	 0.054818	Individual
FR044	FR050	Sales	Sales	Sales_02	Sales_06	Allosome	K = 2	 0.156883	Individual
FR048	FR050	Sales	Sales	Sales_04	Sales_06	Autosomes	K = 4	-0.004807	Individual
FR049	FR050	Sales	Sales	Sales_05	Sales_06	Autosomes	K = 6	 0.002798	Individual
FR046	FR050	Sales	Sales	Sales_03	Sales_06	Allosome	K = 2	 0.027451	Individual
FR050	FR050	Sales	Sales	Sales_06	Sales_06	Autosomes	K = 2	10	Individual
FR050	FR050	Sales	Sales	Sales_06	Sales_06	Allosome	K = 3	10	Individual
FR041	FR050	Sales	Sales	Sales_01	Sales_06	Autosomes	K = 2	 0.018745	Individual
FR050	FR050	Sales	Sales	Sales_06	Sales_06	Autosomes	K = 7	10	Individual
FR050	FR050	Sales	Sales	Sales_06	Sales_06	Allosome	K = 2	10	Individual
FR044	FR050	Sales	Sales	Sales_02	Sales_06	Autosomes	K = 3	 0.015514	Individual
FR050	FR050	Sales	Sales	Sales_06	Sales_06	Autosomes	K = 3	10	Individual
FR049	FR050	Sales	Sales	Sales_05	Sales_06	Autosomes	K = 5	 0.011736	Individual
FR044	FR050	Sales	Sales	Sales_02	Sales_06	Autosomes	K = 4	-0.002576	Individual
FR049	FR050	Sales	Sales	Sales_05	Sales_06	Allosome	K = 4	-0.067586	Individual
FR041	FR050	Sales	Sales	Sales_01	Sales_06	Autosomes	K = 7	-0.004013	Individual
FR050	FR050	Sales	Sales	Sales_06	Sales_06	Autosomes	K = 6	10	Individual
FR046	FR050	Sales	Sales	Sales_03	Sales_06	Autosomes	K = 2	 0.014189	Individual
FR049	FR050	Sales	Sales	Sales_05	Sales_06	Allosome	K = 5	-0.046723	Individual
FR046	FR050	Sales	Sales	Sales_03	Sales_06	Allosome	K = 6	-0.083118	Individual
FR044	FR050	Sales	Sales	Sales_02	Sales_06	Autosomes	K = 7	-0.005599	Individual
FR046	FR050	Sales	Sales	Sales_03	Sales_06	Allosome	K = 5	-0.083580	Individual
FR044	FR050	Sales	Sales	Sales_02	Sales_06	Allosome	K = 6	 0.050444	Individual
FR050	FR050	Sales	Sales	Sales_06	Sales_06	Allosome	K = 4	10	Individual
FR046	FR050	Sales	Sales	Sales_03	Sales_06	Autosomes	K = 7	 0.003468	Individual
FR050	FR050	Sales	Sales	Sales_06	Sales_06	Allosome	K = 7	10	Individual
FR048	FR050	Sales	Sales	Sales_04	Sales_06	Allosome	K = 2	 0.242132	Individual
FR041	FR050	Sales	Sales	Sales_01	Sales_06	Allosome	K = 3	 0.127929	Individual
FR044	FR050	Sales	Sales	Sales_02	Sales_06	Allosome	K = 4	 0.063937	Individual
FR041	FR050	Sales	Sales	Sales_01	Sales_06	Autosomes	K = 4	-0.001354	Individual
FR049	FR050	Sales	Sales	Sales_05	Sales_06	Allosome	K = 7	-0.045325	Individual
FR041	FR050	Sales	Sales	Sales_01	Sales_06	Allosome	K = 5	 0.062259	Individual
FR044	FR050	Sales	Sales	Sales_02	Sales_06	Allosome	K = 3	 0.109333	Individual
FR048	FR050	Sales	Sales	Sales_04	Sales_06	Allosome	K = 3	 0.205935	Individual
FR049	FR050	Sales	Sales	Sales_05	Sales_06	Allosome	K = 6	-0.046636	Individual
FR041	FR050	Sales	Sales	Sales_01	Sales_06	Allosome	K = 7	 0.061844	Individual
FR050	FR050	Sales	Sales	Sales_06	Sales_06	Autosomes	K = 5	10	Individual
FR044	FR050	Sales	Sales	Sales_02	Sales_06	Autosomes	K = 2	 0.016813	Individual
FR044	FR050	Sales	Sales	Sales_02	Sales_06	Allosome	K = 5	 0.053323	Individual
FR049	FR050	Sales	Sales	Sales_05	Sales_06	Autosomes	K = 4	 0.009111	Individual
FR046	FR050	Sales	Sales	Sales_03	Sales_06	Autosomes	K = 5	 0.003336	Individual
FR048	FR050	Sales	Sales	Sales_04	Sales_06	Autosomes	K = 7	-0.002101	Individual
FR041	FR050	Sales	Sales	Sales_01	Sales_06	Autosomes	K = 6	 0.005623	Individual
FR048	FR050	Sales	Sales	Sales_04	Sales_06	Allosome	K = 4	 0.163690	Individual
FR048	FR050	Sales	Sales	Sales_04	Sales_06	Autosomes	K = 6	 0.007908	Individual
FR046	FR050	Sales	Sales	Sales_03	Sales_06	Autosomes	K = 3	 0.013331	Individual
FR046	FR050	Sales	Sales	Sales_03	Sales_06	Autosomes	K = 6	 0.005696	Individual
FR048	FR050	Sales	Sales	Sales_04	Sales_06	Autosomes	K = 2	 0.008559	Individual
FR046	FR050	Sales	Sales	Sales_03	Sales_06	Allosome	K = 7	-0.082706	Individual
FR041	FR051	Sales	Sales	Sales_01	Sales_07	Allosome	K = 7	-0.043346	Individual
FR048	FR051	Sales	Sales	Sales_04	Sales_07	Autosomes	K = 3	 0.001799	Individual
FR049	FR051	Sales	Sales	Sales_05	Sales_07	Autosomes	K = 2	 0.009985	Individual
FR051	FR051	Sales	Sales	Sales_07	Sales_07	Allosome	K = 7	10	Individual
FR041	FR051	Sales	Sales	Sales_01	Sales_07	Allosome	K = 4	-0.042297	Individual
FR048	FR051	Sales	Sales	Sales_04	Sales_07	Allosome	K = 6	-0.083500	Individual
FR048	FR051	Sales	Sales	Sales_04	Sales_07	Autosomes	K = 5	-0.003995	Individual
FR044	FR051	Sales	Sales	Sales_02	Sales_07	Allosome	K = 2	 0.071877	Individual
FR050	FR051	Sales	Sales	Sales_06	Sales_07	Allosome	K = 5	-0.049094	Individual
FR050	FR051	Sales	Sales	Sales_06	Sales_07	Allosome	K = 6	-0.048575	Individual
FR041	FR051	Sales	Sales	Sales_01	Sales_07	Autosomes	K = 3	 0.004149	Individual
FR041	FR051	Sales	Sales	Sales_01	Sales_07	Autosomes	K = 4	-0.011394	Individual
FR051	FR051	Sales	Sales	Sales_07	Sales_07	Autosomes	K = 6	10	Individual
FR044	FR051	Sales	Sales	Sales_02	Sales_07	Allosome	K = 5	-0.025205	Individual
FR049	FR051	Sales	Sales	Sales_05	Sales_07	Allosome	K = 2	 0.134095	Individual
FR051	FR051	Sales	Sales	Sales_07	Sales_07	Allosome	K = 6	10	Individual
FR050	FR051	Sales	Sales	Sales_06	Sales_07	Autosomes	K = 2	 0.010547	Individual
FR041	FR051	Sales	Sales	Sales_01	Sales_07	Autosomes	K = 7	-0.014336	Individual
FR051	FR051	Sales	Sales	Sales_07	Sales_07	Allosome	K = 3	10	Individual
FR049	FR051	Sales	Sales	Sales_05	Sales_07	Autosomes	K = 7	 0.003454	Individual
FR050	FR051	Sales	Sales	Sales_06	Sales_07	Autosomes	K = 4	-0.000455	Individual
FR049	FR051	Sales	Sales	Sales_05	Sales_07	Autosomes	K = 3	 0.008875	Individual
FR041	FR051	Sales	Sales	Sales_01	Sales_07	Allosome	K = 2	 0.067446	Individual
FR044	FR051	Sales	Sales	Sales_02	Sales_07	Autosomes	K = 3	 0.006338	Individual
FR051	FR051	Sales	Sales	Sales_07	Sales_07	Allosome	K = 5	10	Individual
FR051	FR051	Sales	Sales	Sales_07	Sales_07	Autosomes	K = 2	10	Individual
FR044	FR051	Sales	Sales	Sales_02	Sales_07	Allosome	K = 7	-0.031038	Individual
FR049	FR051	Sales	Sales	Sales_05	Sales_07	Autosomes	K = 6	 0.004897	Individual
FR048	FR051	Sales	Sales	Sales_04	Sales_07	Allosome	K = 5	-0.083026	Individual
FR044	FR051	Sales	Sales	Sales_02	Sales_07	Autosomes	K = 6	-0.011386	Individual
FR050	FR051	Sales	Sales	Sales_06	Sales_07	Allosome	K = 4	-0.057876	Individual
FR048	FR051	Sales	Sales	Sales_04	Sales_07	Autosomes	K = 4	-0.006272	Individual
FR044	FR051	Sales	Sales	Sales_02	Sales_07	Autosomes	K = 5	-0.004194	Individual
FR050	FR051	Sales	Sales	Sales_06	Sales_07	Allosome	K = 2	 0.062796	Individual
FR051	FR051	Sales	Sales	Sales_07	Sales_07	Allosome	K = 2	10	Individual
FR046	FR051	Sales	Sales	Sales_03	Sales_07	Allosome	K = 3	 0.155872	Individual
FR050	FR051	Sales	Sales	Sales_06	Sales_07	Autosomes	K = 7	-0.002151	Individual
FR046	FR051	Sales	Sales	Sales_03	Sales_07	Allosome	K = 5	 0.054080	Individual
FR041	FR051	Sales	Sales	Sales_01	Sales_07	Autosomes	K = 2	 0.005517	Individual
FR048	FR051	Sales	Sales	Sales_04	Sales_07	Autosomes	K = 2	 0.003091	Individual
FR046	FR051	Sales	Sales	Sales_03	Sales_07	Autosomes	K = 2	 0.010079	Individual
FR050	FR051	Sales	Sales	Sales_06	Sales_07	Allosome	K = 7	-0.048181	Individual
FR041	FR051	Sales	Sales	Sales_01	Sales_07	Allosome	K = 5	-0.043112	Individual
FR048	FR051	Sales	Sales	Sales_04	Sales_07	Allosome	K = 7	-0.083058	Individual
FR049	FR051	Sales	Sales	Sales_05	Sales_07	Allosome	K = 4	 0.038609	Individual
FR050	FR051	Sales	Sales	Sales_06	Sales_07	Allosome	K = 3	 0.026935	Individual
FR044	FR051	Sales	Sales	Sales_02	Sales_07	Allosome	K = 6	-0.030717	Individual
FR051	FR051	Sales	Sales	Sales_07	Sales_07	Autosomes	K = 3	10	Individual
FR048	FR051	Sales	Sales	Sales_04	Sales_07	Allosome	K = 4	-0.084443	Individual
FR041	FR051	Sales	Sales	Sales_01	Sales_07	Allosome	K = 3	 0.047651	Individual
FR046	FR051	Sales	Sales	Sales_03	Sales_07	Autosomes	K = 4	 0.000505	Individual
FR046	FR051	Sales	Sales	Sales_03	Sales_07	Allosome	K = 6	 0.058327	Individual
FR049	FR051	Sales	Sales	Sales_05	Sales_07	Autosomes	K = 5	 0.005233	Individual
FR050	FR051	Sales	Sales	Sales_06	Sales_07	Autosomes	K = 5	 0.002362	Individual
FR046	FR051	Sales	Sales	Sales_03	Sales_07	Autosomes	K = 7	-0.000152	Individual
FR044	FR051	Sales	Sales	Sales_02	Sales_07	Autosomes	K = 7	-0.010988	Individual
FR050	FR051	Sales	Sales	Sales_06	Sales_07	Autosomes	K = 3	 0.009691	Individual
FR049	FR051	Sales	Sales	Sales_05	Sales_07	Allosome	K = 5	 0.025165	Individual
FR044	FR051	Sales	Sales	Sales_02	Sales_07	Allosome	K = 4	-0.030935	Individual
FR048	FR051	Sales	Sales	Sales_04	Sales_07	Autosomes	K = 6	-0.008799	Individual
FR051	FR051	Sales	Sales	Sales_07	Sales_07	Autosomes	K = 5	10	Individual
FR044	FR051	Sales	Sales	Sales_02	Sales_07	Autosomes	K = 4	-0.007801	Individual
FR051	FR051	Sales	Sales	Sales_07	Sales_07	Autosomes	K = 7	10	Individual
FR046	FR051	Sales	Sales	Sales_03	Sales_07	Autosomes	K = 3	 0.009087	Individual
FR046	FR051	Sales	Sales	Sales_03	Sales_07	Allosome	K = 2	 0.158530	Individual
FR048	FR051	Sales	Sales	Sales_04	Sales_07	Allosome	K = 2	 0.034357	Individual
FR049	FR051	Sales	Sales	Sales_05	Sales_07	Allosome	K = 7	 0.031391	Individual
FR046	FR051	Sales	Sales	Sales_03	Sales_07	Autosomes	K = 5	 0.002426	Individual
FR041	FR051	Sales	Sales	Sales_01	Sales_07	Autosomes	K = 5	-0.008056	Individual
FR051	FR051	Sales	Sales	Sales_07	Sales_07	Autosomes	K = 4	10	Individual
FR049	FR051	Sales	Sales	Sales_05	Sales_07	Allosome	K = 3	 0.131700	Individual
